n 1140149
m 302804
e 3 1236
e 3 2424
e 4 5249
e 4 1227
e 4 5233
e 4 5362
e 4 1236
e 4 892
e 4 5246
e 4 5247
e 4 5248
e 6 6596
e 6 8860
e 6 79
e 6 6112
e 7 10764
e 8 1258
e 8 64859
e 8 5791
e 8 79
e 12 6953
e 13 1123
e 13 1128
e 14 2434
e 14 3030
e 14 415
e 17 33
e 17 3810
e 17 1123
e 17 4326
e 17 3882
e 17 7754
e 17 1998
e 17 79
e 17 1107
e 17 4054
e 17 85757
e 20 834945
e 20 912004
e 20 896649
e 20 38032
e 20 918673
e 20 277
e 20 896663
e 20 19736
e 20 1560
e 20 310939
e 20 26109
e 20 898079
e 20 232223
e 20 33
e 20 831014
e 20 916775
e 20 897194
e 20 32689
e 20 3507
e 20 389940
e 20 389939
e 20 834998
e 20 5815
e 20 907060
e 20 343863
e 20 806852
e 20 2375
e 20 8136
e 20 905419
e 20 1614
e 20 395728
e 20 395729
e 20 919764
e 20 208986
e 20 8416
e 20 1121
e 20 1123
e 20 1519
e 20 896624
e 20 899697
e 20 18804
e 20 5108
e 20 2941
e 20 255
e 24 910449
e 24 8437
e 24 823
e 24 910428
e 24 5791
e 24 452704
e 25 211
e 26 33
e 26 426
e 27 4618
e 27 2570
e 27 2958
e 27 1680
e 27 42642
e 27 6038
e 27 4886
e 27 10650
e 27 5788
e 27 3357
e 27 7324
e 27 7459
e 27 3620
e 27 8742
e 27 13735
e 27 40
e 27 9000
e 27 26315
e 27 14891
e 27 21291
e 27 10918
e 27 7345
e 27 8881
e 27 298420
e 27 4021
e 27 5175
e 27 2360
e 27 59705
e 27 6840
e 27 2107
e 27 6456
e 27 27328
e 27 9025
e 27 963
e 27 1989
e 27 8136
e 27 2249
e 27 60490
e 27 90571
e 27 5196
e 27 90572
e 27 6088
e 27 169418
e 27 1352
e 27 90573
e 27 28626
e 27 2642
e 27 90574
e 27 2645
e 27 15189
e 27 2647
e 27 2643
e 27 6233
e 27 6492
e 27 6494
e 27 4318
e 27 1763
e 27 12141
e 27 8302
e 27 9454
e 27 2415
e 27 2417
e 27 2419
e 27 6131
e 27 817908
e 27 2428
e 27 2429
e 28 10559
e 28 1637
e 28 14117
e 28 811504
e 30 33
e 31 927
e 31 8645
e 31 8935
e 32 592583
e 33 851969
e 33 851970
e 33 851973
e 33 819213
e 33 851984
e 33 851985
e 33 917522
e 33 32788
e 33 819222
e 33 32791
e 33 851989
e 33 819229
e 33 884767
e 33 884769
e 33 819234
e 33 852003
e 33 884771
e 33 37
e 33 852007
e 33 819241
e 33 163881
e 33 819243
e 33 327722
e 33 884780
e 33 819246
e 33 819247
e 33 819248
e 33 884784
e 33 819250
e 33 98346
e 33 884794
e 33 884795
e 33 852031
e 33 819265
e 33 852033
e 33 819267
e 33 819268
e 33 819269
e 33 819270
e 33 819272
e 33 852041
e 33 917577
e 33 917578
e 33 163919
e 33 80
e 33 98387
e 33 86
e 33 819287
e 33 88
e 33 852057
e 33 32859
e 33 917595
e 33 96
e 33 917606
e 33 103
e 33 819304
e 33 852072
e 33 104
e 33 819310
e 33 163950
e 33 819312
e 33 819313
e 33 131186
e 33 114
e 33 112
e 33 917619
e 33 917618
e 33 458873
e 33 917625
e 33 65659
e 33 124
e 33 123
e 33 622718
e 33 819327
e 33 852094
e 33 819329
e 33 917626
e 33 133
e 33 134
e 33 65672
e 33 137
e 33 139
e 33 142
e 33 143
e 33 145
e 33 147
e 33 148
e 33 149
e 33 819352
e 33 884889
e 33 819355
e 33 819356
e 33 262299
e 33 157
e 33 852126
e 33 884896
e 33 852129
e 33 819364
e 33 164007
e 33 884903
e 33 852139
e 33 819372
e 33 172
e 33 852145
e 33 819379
e 33 179
e 33 98483
e 33 65719
e 33 852155
e 33 188
e 33 721085
e 33 852158
e 33 852159
e 33 852156
e 33 819398
e 33 458950
e 33 819400
e 33 590024
e 33 65735
e 33 884940
e 33 205
e 33 207
e 33 32976
e 33 209
e 33 819410
e 33 884944
e 33 213
e 33 852189
e 33 852190
e 33 688350
e 33 884960
e 33 819425
e 33 65761
e 33 819427
e 33 819428
e 33 819429
e 33 230
e 33 852198
e 33 852197
e 33 819433
e 33 884961
e 33 524523
e 33 33000
e 33 884973
e 33 164077
e 33 819439
e 33 852207
e 33 852208
e 33 819442
e 33 884976
e 33 884977
e 33 884978
e 33 819447
e 33 249
e 33 852217
e 33 852219
e 33 250
e 33 819453
e 33 819454
e 33 819455
e 33 819456
e 33 622845
e 33 258
e 33 884995
e 33 252
e 33 917767
e 33 852235
e 33 327948
e 33 295180
e 33 271
e 33 852240
e 33 852241
e 33 852242
e 33 852244
e 33 852245
e 33 277
e 33 885013
e 33 819480
e 33 819481
e 33 819483
e 33 852254
e 33 852255
e 33 819493
e 33 819494
e 33 294
e 33 98600
e 33 262441
e 33 852266
e 33 299
e 33 819501
e 33 885037
e 33 303
e 33 885038
e 33 852273
e 33 885042
e 33 819507
e 33 885043
e 33 885044
e 33 622902
e 33 557364
e 33 295224
e 33 317
e 33 33086
e 33 819519
e 33 819525
e 33 819526
e 33 819527
e 33 852294
e 33 852295
e 33 852299
e 33 333
e 33 819535
e 33 33103
e 33 337
e 33 338
e 33 852305
e 33 852306
e 33 339
e 33 885079
e 33 344
e 33 819545
e 33 852314
e 33 360792
e 33 295259
e 33 349
e 33 885085
e 33 885086
e 33 885089
e 33 354
e 33 262501
e 33 33128
e 33 363
e 33 196972
e 33 33136
e 33 196978
e 33 373
e 33 885110
e 33 688503
e 33 377
e 33 819578
e 33 819579
e 33 98682
e 33 819581
e 33 885113
e 33 786815
e 33 622976
e 33 885115
e 33 885122
e 33 885123
e 33 388
e 33 819599
e 33 819600
e 33 819601
e 33 229778
e 33 402
e 33 404
e 33 885138
e 33 819606
e 33 98706
e 33 408
e 33 885144
e 33 885145
e 33 852388
e 33 420
e 33 885157
e 33 422
e 33 819624
e 33 819625
e 33 426
e 33 65963
e 33 885168
e 33 440
e 33 885176
e 33 33212
e 33 33216
e 33 819651
e 33 455
e 33 65993
e 33 852426
e 33 885198
e 33 885200
e 33 852436
e 33 262617
e 33 819674
e 33 852443
e 33 885210
e 33 474
e 33 393696
e 33 819682
e 33 885222
e 33 487
e 33 490
e 33 688622
e 33 885232
e 33 500
e 33 501
e 33 819703
e 33 328183
e 33 885239
e 33 360954
e 33 507
e 33 819710
e 33 511
e 33 885250
e 33 918019
e 33 885254
e 33 885255
e 33 918023
e 33 521
e 33 98827
e 33 819726
e 33 360974
e 33 819728
e 33 819730
e 33 819731
e 33 229907
e 33 852499
e 33 557588
e 33 131606
e 33 852504
e 33 98838
e 33 819739
e 33 852507
e 33 852508
e 33 328221
e 33 721437
e 33 819744
e 33 819752
e 33 229928
e 33 393770
e 33 819754
e 33 819756
e 33 557
e 33 558
e 33 819765
e 33 819766
e 33 852537
e 33 571
e 33 885309
e 33 852547
e 33 557641
e 33 688714
e 33 459339
e 33 852556
e 33 524877
e 33 819792
e 33 885328
e 33 98898
e 33 597
e 33 852566
e 33 819799
e 33 885336
e 33 885338
e 33 852571
e 33 852574
e 33 33377
e 33 611
e 33 615
e 33 361064
e 33 885351
e 33 885352
e 33 819824
e 33 295538
e 33 819828
e 33 328308
e 33 630
e 33 885368
e 33 633
e 33 634
e 33 918136
e 33 918137
e 33 819837
e 33 918139
e 33 918143
e 33 33410
e 33 885379
e 33 819844
e 33 754308
e 33 852612
e 33 819847
e 33 647
e 33 644
e 33 918155
e 33 852621
e 33 654
e 33 328335
e 33 852622
e 33 655
e 33 918158
e 33 918159
e 33 918160
e 33 918165
e 33 662
e 33 663
e 33 918168
e 33 918169
e 33 819867
e 33 852635
e 33 819869
e 33 819870
e 33 33437
e 33 819872
e 33 66208
e 33 885407
e 33 885408
e 33 230052
e 33 885410
e 33 918174
e 33 918175
e 33 557736
e 33 885428
e 33 819894
e 33 885430
e 33 819896
e 33 819897
e 33 885431
e 33 699
e 33 700
e 33 885434
e 33 787134
e 33 230073
e 33 754368
e 33 852673
e 33 704
e 33 623296
e 33 819913
e 33 99018
e 33 719
e 33 754387
e 33 885464
e 33 885465
e 33 852698
e 33 852699
e 33 230109
e 33 230114
e 33 852709
e 33 33512
e 33 852717
e 33 819950
e 33 819951
e 33 164591
e 33 328432
e 33 754
e 33 819956
e 33 819957
e 33 819958
e 33 759
e 33 852727
e 33 852728
e 33 164596
