n 1133
m 4449
e 1 2
e 1 3
e 1 4
e 1 5
e 1 6
e 1 7
e 1 8
e 1 10
e 1 11
e 1 12
e 1 13
e 1 15
e 1 16
e 1 17
e 1 18
e 1 19
e 1 20
e 1 22
e 1 23
e 1 24
e 1 25
e 1 27
e 1 28
e 1 29
e 1 30
e 1 31
e 2 3
e 2 4
e 2 6
e 2 7
e 2 8
e 2 11
e 2 13
e 2 16
e 2 18
e 2 19
e 2 20
e 2 24
e 2 33
e 2 34
e 2 35
e 2 37
e 2 38
e 3 4
e 3 7
e 3 8
e 3 9
e 3 11
e 3 13
e 3 16
e 3 18
e 3 19
e 3 20
e 3 21
e 3 22
e 3 23
e 3 27
e 3 28
e 3 34
e 3 39
e 3 40
e 3 41
e 3 42
e 3 43
e 3 44
e 3 45
e 3 46
e 3 47
e 3 48
e 3 49
e 3 50
e 3 51
e 3 52
e 3 53
e 3 54
e 3 55
e 3 56
e 4 11
e 4 22
e 4 46
e 4 57
e 4 58
e 4 59
e 4 61
e 4 62
e 4 63
e 4 64
e 4 65
e 4 66
e 4 67
e 4 68
e 4 69
e 4 70
e 4 71
e 5 6
e 5 13
e 5 74
e 5 75
e 5 76
e 5 78
e 6 7
e 6 13
e 6 16
e 6 18
e 6 22
e 6 27
e 6 28
e 6 34
e 6 81
e 6 83
e 6 84
e 6 86
e 6 87
e 7 10
e 7 13
e 7 16
e 7 19
e 7 76
e 7 88
e 7 89
e 7 90
e 7 92
e 7 93
e 7 94
e 7 95
e 7 96
e 7 97
e 7 99
e 7 100
e 8 22
e 8 28
e 8 101
e 8 102
e 9 10
e 9 16
e 9 21
e 9 22
e 9 30
e 9 41
e 9 103
e 9 105
e 9 106
e 9 107
e 10 24
e 10 70
e 10 108
e 10 109
e 10 110
e 10 111
e 10 113
e 10 114
e 10 115
e 10 116
e 10 118
e 10 119
e 10 120
e 10 121
e 10 122
e 10 123
e 10 125
e 10 127
e 10 130
e 11 18
e 11 19
e 11 20
e 11 22
e 11 25
e 11 27
e 11 45
e 11 73
e 11 132
e 11 134
e 11 135
e 11 136
e 11 137
e 11 138
e 12 84
e 12 139
e 12 140
e 12 141
e 12 143
e 12 144
e 12 145
e 12 146
e 12 147
e 12 149
e 12 150
e 12 151
e 12 152
e 12 153
e 13 14
e 13 16
e 13 18
e 13 24
e 13 28
e 13 45
e 13 69
e 13 76
e 13 106
e 13 153
e 13 154
e 13 156
e 13 157
e 13 159
e 13 160
e 14 16
e 14 24
e 14 33
e 14 80
e 14 107
e 14 110
e 14 112
e 14 123
e 14 124
e 14 136
e 14 162
e 14 163
e 14 164
e 14 166
e 14 167
e 14 169
e 14 170
e 14 171
e 14 172
e 14 173
e 14 174
e 14 175
e 14 176
e 14 177
e 14 178
e 14 179
e 14 180
e 14 182
e 15 23
e 15 33
e 15 34
e 15 76
e 15 93
e 15 124
e 15 168
e 15 184
e 15 185
e 15 186
e 15 187
e 15 188
e 15 189
e 15 190
e 15 191
e 16 24
e 16 30
e 16 33
e 16 56
e 16 105
e 16 108
e 16 127
e 16 129
e 16 192
e 16 193
e 16 194
e 16 195
e 16 196
e 16 197
e 16 199
e 16 200
e 16 201
e 16 202
e 16 205
e 16 206
e 16 207
e 16 208
e 16 209
e 16 211
e 16 213
e 16 216
e 16 219
e 16 220
e 16 221
e 17 24
e 17 34
e 17 115
e 17 223
e 17 224
e 18 21
e 18 23
e 18 25
e 18 26
e 18 27
e 18 38
e 18 39
e 18 227
e 18 228
e 19 20
e 19 27
e 19 41
e 19 70
e 19 82
e 19 86
e 19 120
e 19 137
e 19 186
e 19 229
e 19 230
e 19 231
e 19 232
e 19 233
e 19 235
e 19 236
e 19 237
e 19 238
e 19 239
e 19 240
e 20 22
e 20 41
e 20 43
e 20 106
e 20 228
e 20 241
e 20 242
e 20 243
e 20 244
e 21 25
e 21 39
e 21 40
e 21 41
e 21 46
e 21 47
e 21 50
e 21 54
e 21 55
e 21 59
e 21 91
e 21 103
e 21 104
e 21 105
e 21 107
e 21 157
e 21 206
e 21 210
e 21 214
e 21 223
e 21 239
e 21 245
e 21 246
e 21 247
e 21 248
e 21 250
e 21 251
e 21 252
e 21 253
e 21 254
e 21 255
e 21 256
e 21 257
e 21 259
e 21 260
e 21 261
e 22 27
e 22 38
e 23 25
e 23 38
e 23 39
e 23 42
e 23 43
e 23 44
e 23 45
e 23 46
e 23 50
e 23 54
e 23 80
e 23 97
e 23 134
e 23 135
e 23 143
e 23 182
e 23 196
e 23 203
e 23 227
e 23 230
e 23 240
e 23 246
e 23 255
e 23 262
e 23 263
e 23 264
e 23 265
e 23 266
e 23 268
e 23 269
e 23 270
e 23 271
e 23 272
e 23 273
e 23 274
e 23 275
e 23 276
e 23 277
e 23 279
e 23 280
e 23 281
e 23 282
e 23 284
e 24 33
e 24 58
e 24 70
e 24 108
e 24 110
e 24 112
e 24 115
e 24 116
e 24 120
e 24 121
e 24 124
e 24 167
e 24 174
e 24 182
e 24 285
e 24 286
e 24 287
e 24 288
e 24 289
e 24 290
e 24 291
e 24 292
e 24 293
e 24 294
e 24 295
e 24 297
e 25 26
e 25 39
e 25 60
e 25 62
e 25 126
e 25 227
e 25 238
e 25 265
e 25 287
e 25 299
e 25 300
e 25 301
e 25 302
e 27 70
e 27 86
e 27 95
e 27 186
e 27 230
e 27 232
e 27 235
e 27 275
e 27 304
e 27 305
e 27 307
e 28 34
e 28 182
e 28 280
e 28 309
e 29 147
e 29 310
e 29 311
e 29 312
e 29 313
e 29 314
e 29 315
e 29 316
e 30 34
e 30 49
e 30 178
e 30 194
e 30 196
e 30 201
e 30 211
e 30 317
e 30 319
e 30 320
e 30 324
e 30 326
e 30 327
e 31 104
e 31 157
e 31 202
e 31 241
e 31 245
e 31 251
e 31 259
e 31 329
e 31 330
e 31 332
e 31 333
e 31 334
e 31 336
e 31 337
e 31 339
e 31 340
e 32 341
e 33 169
e 34 70
e 34 108
e 34 308
e 34 343
e 38 51
e 38 231
e 38 241
e 38 254
e 38 270
e 38 275
e 38 330
e 38 344
e 38 345
e 38 348
e 38 349
e 38 350
e 38 351
e 38 352
e 38 353
e 39 41
e 39 42
e 39 43
e 39 45
e 39 46
e 39 105
e 39 107
e 39 240
e 39 245
e 39 246
e 39 313
e 39 314
e 39 332
e 39 354
e 39 355
e 39 357
e 39 358
e 40 42
e 40 46
e 40 47
e 40 54
e 40 55
e 40 56
e 40 58
e 40 157
e 40 203
e 40 268
e 40 293
e 40 354
e 40 359
e 40 361
e 40 362
e 40 363
e 40 365
e 40 366
e 40 367
e 41 46
e 41 47
e 41 48
e 41 50
e 41 51
e 41 54
e 41 62
e 41 87
e 41 94
e 41 103
e 41 106
e 41 135
e 41 191
e 41 194
e 41 235
e 41 238
e 41 245
e 41 246
e 41 247
e 41 250
e 41 260
e 41 262
e 41 270
e 41 334
e 41 354
e 41 355
e 41 358
e 41 369
e 41 370
e 41 371
e 41 372
e 41 373
e 41 374
e 41 376
e 41 377
e 41 378
e 41 379
e 42 44
e 42 45
e 42 50
e 42 104
e 42 105
e 42 134
e 42 157
e 42 245
e 42 303
e 42 314
e 42 332
e 42 333
e 42 335
e 42 337
e 42 338
e 42 354
e 42 355
e 42 356
e 42 378
e 42 380
e 42 383
e 42 384
e 42 385
e 42 386
e 42 387
e 42 389
e 42 390
e 42 391
e 42 392
e 42 393
e 42 394
e 42 395
e 42 397
e 42 398
e 42 399
e 42 400
e 42 401
e 42 402
e 42 403
e 42 404
e 43 46
e 43 230
e 43 240
e 43 269
e 43 282
e 44 135
e 44 341
