n 567315
m 72710
e 1 171905
e 1 83075
e 1 117772
e 1 48914
e 1 63769
e 1 161309
e 1 119325
e 1 62761
e 1 11049
e 1 33595
e 1 19772
e 1 173628
e 1 10686
e 1 3526
e 1 30792
e 1 26573
e 1 117457
e 1 83283
e 1 33364
e 1 5730
e 1 36962
e 1 22756
e 1 9954
e 1 21353
e 1 68856
e 1 34425
e 1 30716
e 1 13567
e 2 9413
e 4 174016
e 6 146149
e 9 151717
e 9 132604
e 9 147757
e 9 23133
e 12 125054
e 26 145025
e 26 121352
e 32 168311
e 32 11648
e 48 194155
e 48 169660
e 48 156375
e 54 93790
e 54 140791
e 55 1578
e 55 131181
e 55 310
e 55 76919
e 55 143485
e 60 117226
e 60 115158
e 60 11144
e 62 102019
e 62 164484
e 62 121352
e 62 180618
e 62 154379
e 62 114192
e 62 4880
e 62 1555
e 62 142485
e 62 171670
e 62 152
e 62 128794
e 62 171805
e 62 164895
e 62 164127
e 62 139300
e 62 200868
e 62 154408
e 62 58026
e 62 85165
e 62 69039
e 62 70704
e 62 42672
e 62 144438
e 62 154935
e 62 140862
e 62 164928
e 62 161601
e 62 16966
e 62 161096
e 62 159563
e 62 161996
e 62 49740
e 62 34636
e 62 3279
e 62 126544
e 62 40407
e 62 57565
e 62 40928
e 62 120672
e 62 9571
e 62 95076
e 62 16742
e 62 138343
e 62 20088
e 62 195580
e 63 7546
e 67 101850
e 67 17583
e 70 202313
e 70 93684
e 76 51741
e 76 94136
e 90 104368
e 90 152049
e 90 27506
e 90 87254
e 90 84988
e 92 156049
e 92 289
e 92 180548
e 94 84868
e 94 95919
e 94 178896
e 94 95347
e 94 86550
e 94 47225
e 94 8672
e 99 168107
e 99 132829
e 99 15134
e 100 127037
e 101 263
e 103 176792
e 105 43749
e 105 170187
e 105 148811
e 105 164790
e 105 161401
e 105 180313
e 105 183296
e 107 179619
e 107 155686
e 107 83782
e 107 24010
e 107 203597
e 107 118798
e 107 4952
e 107 166226
e 107 165749
e 107 192600
e 107 46328
e 107 66684
e 107 180990
e 107 161760
e 109 30914
e 109 107493
e 109 22536
e 109 153279
e 109 162672
e 109 93950
e 109 27231
e 113 75146
e 113 129520
e 116 196779
e 123 132345
e 123 105472
e 123 180120
e 126 154918
e 126 154919
e 130 153937
e 130 199976
e 130 158312
e 130 121352
e 133 47770
e 133 74378
e 137 35328
e 138 112396
e 141 56738
e 141 39458
e 141 145191
e 141 169737
e 141 39083
e 141 127404
e 141 129262
e 141 123375
e 141 101840
e 141 22996
e 141 98519
e 141 156952
e 141 163290
e 141 190398
e 141 15903
e 142 51705
e 142 99226
e 143 1100
e 147 2799
e 149 57301
e 152 170113
e 152 4880
e 152 1555
e 152 35868
e 152 78754
e 152 183087
e 152 197679
e 152 126776
e 152 108226
e 152 77893
e 152 76872
e 152 128328
e 152 164816
e 152 25810
e 152 180571
e 152 42341
e 152 22246
e 152 11116
e 152 163693
e 152 32237
e 152 87282
e 152 26098
e 152 4850
e 152 190450
e 152 13560
e 152 33274
e 152 173179
e 154 47225
e 154 157438
e 161 129701
e 161 184926
e 162 3560
e 172 165611
