n 567315
m 72583
e 1 91938
e 1 42307
e 1 246342
e 1 307624
e 1 163497
e 1 74026
e 1 25193
e 1 376233
e 1 227252
e 1 148379
e 3 128228
e 3 130759
e 9 73918
e 9 1240
e 28 78897
e 29 81131
e 48 418671
e 51 110359
e 55 216046
e 55 462799
e 60 258902
e 61 423801
e 62 391297
e 62 478105
e 62 482459
e 62 49826
e 62 462630
e 62 293167
e 62 458804
e 62 222647
e 62 201402
e 62 401734
e 62 76876
e 62 447059
e 62 245208
e 62 101850
e 62 245595
e 62 440292
e 62 126316
e 62 436333
e 62 409338
e 62 196731
e 62 381054
e 70 108993
e 78 111930
e 78 199998
e 90 203857
e 90 40354
e 90 130030
e 90 142866
e 92 431835
e 92 44469
e 92 470205
e 100 301824
e 101 411916
e 101 192966
e 101 43454
e 104 10165
e 105 23133
e 107 428934
e 107 19079
e 107 121352
e 107 180233
e 107 479562
e 107 464461
e 107 434607
e 107 112463
e 107 412123
e 107 429275
e 107 135260
e 123 459643
e 123 301932
e 123 168853
e 127 243000
e 130 422104
e 133 376602
e 133 167187
e 133 476845
e 136 306181
e 137 347909
e 137 414953
e 137 164425
e 137 244585
e 137 38668
e 137 426160
e 137 4952
e 141 77931
e 141 45180
e 141 27814
e 141 201487
e 146 73736
e 152 100921
e 152 21223
e 152 48496
e 153 78897
e 161 354511
e 163 36229
e 169 15104
e 176 91938
e 184 212643
e 184 450723
e 184 167207
e 184 232999
e 184 369325
e 184 28320
e 184 13459
e 184 52532
e 184 141909
e 184 83283
e 184 332536
e 184 426588
e 184 300383
e 184 441920
e 185 7105
e 185 391940
e 185 442525
e 185 163365
e 187 191090
e 188 29404
e 204 83283
e 204 277135
e 204 297535
e 204 8672
e 218 45285
e 218 182522
e 218 327942
e 218 351081
e 218 483630
e 218 470358
e 218 10586
e 224 268537
e 224 78897
e 228 415609
e 228 125291
e 228 147622
e 233 450513
e 233 118139
e 233 477174
e 241 141538
e 241 57826
e 241 481572
e 241 452008
e 241 175049
e 241 462796
e 241 129262
e 241 302
e 241 42672
e 241 16760
e 241 243263
e 243 433036
e 263 459649
e 263 239433
e 263 55500
e 263 364367
e 263 82032
e 263 78897
e 263 337937
e 263 57846
e 263 348119
e 263 228536
e 263 101850
e 263 112798
e 265 75522
e 265 297028
e 265 101005
e 265 464
e 265 219095
e 265 119064
