n 515280
m 50516
e 4 2369
e 4 56483
e 4 32261
e 4 40071
e 4 1992
e 4 25034
e 4 37006
e 4 25618
e 4 6130
e 4 8500
e 4 22867
e 4 32986
e 4 8989
e 4 60894
e 4 31904
e 5 30727
e 5 44040
e 5 1550
e 5 14356
e 5 4124
e 5 5153
e 5 32290
e 5 11301
e 5 41
e 5 6698
e 5 26160
e 5 26687
e 5 38468
e 5 46672
e 5 16480
e 5 47206
e 5 14951
e 5 114
e 5 24694
e 5 27773
e 5 129
e 5 1158
e 5 34952
e 5 5768
e 5 43660
e 5 37006
e 5 12943
e 5 19104
e 5 48290
e 5 26283
e 5 2732
e 5 39600
e 5 20661
e 5 36534
e 5 5304
e 5 36547
e 5 19662
e 5 35538
e 5 12002
e 5 66788
e 5 36070
e 5 42216
e 5 235
e 5 16134
e 5 25863
e 5 2321
e 5 31000
e 5 128793
e 5 3357
e 5 813
e 5 814
e 5 31026
e 5 8500
e 5 23864
e 5 6969
e 5 31544
e 5 17722
e 5 17739
e 5 34126
e 5 2390
e 5 3940
e 5 3433
e 5 6005
e 5 10616
e 5 38776
e 5 38275
e 5 4997
e 5 8110
e 5 17838
e 5 22975
e 5 63431
e 5 1992
e 5 39372
e 5 58316
e 5 35278
e 5 40910
e 5 27088
e 5 35795
e 5 17879
e 5 9693
e 7 49410
e 7 46531
e 7 41480
e 7 43093
e 7 88
e 7 29112
e 7 32413
e 9 19779
e 10 63652
e 10 21261
e 10 63624
e 12 4259
e 12 235
e 12 38636
e 12 29483
e 12 31951
e 12 42258
e 12 48722
e 12 31604
e 12 29493
e 12 38586
e 12 34836
e 12 9781
e 12 13049
e 12 2458
e 17 16581
e 17 32231
e 17 60904
e 17 37450
e 17 41418
e 17 4303
e 17 47729
e 17 28179
e 17 8724
e 17 32534
e 17 27704
e 17 36543
e 17 43712
e 20 48384
e 23 60158
e 23 1992
e 24 2827
e 24 23959
e 24 63128
e 24 52007
e 24 46632
e 24 38568
e 24 6969
e 24 705
e 24 54214
e 24 53703
e 24 10698
e 24 48084
e 24 55892
e 24 29270
e 24 3037
e 24 50910
e 24 42468
e 24 53608
e 24 19053
e 24 62835
e 24 63478
e 24 55807
e 28 62545
e 28 40955
e 35 6969
e 37 25165
e 37 13398
e 38 34401
e 38 48549
e 38 29734
e 38 35943
e 38 1992
e 38 36646
e 38 25130
e 38 55694
e 38 34576
e 38 53649
e 38 9558
e 38 13398
e 38 11929
e 39 10698
e 39 9411
e 41 31747
e 41 30727
e 41 47112
e 41 5129
e 41 4618
e 41 17932
e 41 42509
e 41 3087
e 41 48656
e 41 35857
e 41 20498
e 41 22035
e 41 25618
e 41 14356
e 41 50710
e 41 37399
e 41 9760
e 41 25636
e 41 37414
e 41 20520
e 41 1067
e 41 12846
e 41 14384
e 41 31285
e 41 37432
e 41 6205
e 41 8256
e 41 27718
e 41 39501
e 41 24663
e 41 22105
e 41 34401
e 41 34402
e 41 33890
e 41 22628
e 41 32868
e 41 42596
e 41 25703
e 41 71282
e 41 34420
e 41 24694
e 41 43139
e 41 3205
e 41 28807
e 41 34440
e 41 46215
e 41 30855
e 41 34959
e 41 35983
e 41 52881
e 41 12943
e 41 37012
e 41 150
e 41 55961
e 41 33447
e 41 55465
e 41 2732
e 41 18612
e 41 5817
e 41 37055
e 41 28863
e 41 25798
e 41 44751
e 41 53455
e 41 27346
e 41 43224
e 41 50395
e 41 40156
e 41 44770
e 41 14053
e 41 4328
e 41 46312
e 41 36591
e 41 41201
e 41 51959
e 41 1272
e 41 34049
e 41 40705
e 41 50437
e 41 25863
e 41 23307
e 41 45324
e 41 15627
e 41 35604
e 41 37653
e 41 36123
e 41 24860
e 41 32540
e 41 2333
e 41 59676
e 41 34081
e 41 12066
e 41 22818
e 41 49956
e 41 21803
e 41 44844
e 41 813
e 41 45871
e 41 3889
e 41 8500
e 41 9016
e 41 36667
e 41 38204
e 41 42819
e 41 19779
e 41 37195
e 41 59727
e 41 38738
e 41 10580
e 41 2390
e 41 9558
e 41 9566
e 41 11615
e 41 36192
e 41 48992
e 41 26466
e 41 32611
e 41 3940
e 41 63329
e 41 21350
e 41 60256
e 41 28009
e 41 4970
e 41 60267
e 41 4460
e 41 38253
e 41 21357
e 41 6005
e 41 39285
e 41 38776
e 41 10616
e 41 7035
e 41 35712
e 41 65921
e 41 56714
e 41 37263
e 41 49551
e 41 43410
e 41 53652
e 41 44437
e 41 63382
e 41 47510
e 41 27544
e 41 48538
e 41 42396
e 41 5538
e 41 419
e 41 32675
e 41 22949
e 41 38310
e 41 44967
e 41 27559
e 41 48043
e 41 123307
e 41 48056
e 41 34746
e 41 16835
e 41 1992
e 41 39372
e 41 39376
e 41 35795
e 41 32734
e 41 2527
e 41 23530
e 41 19947
e 41 64497
e 41 30195
e 41 38392
e 41 40445
e 42 36515
e 42 54256
e 42 61808
e 45 53649
e 45 19568
e 46 25165
e 46 11120
e 46 6130
e 46 58612
e 46 4918
e 46 448
e 49 45446
e 49 25863
e 49 60425
e 49 16267
e 49 5651
e 49 37536
e 49 62115
e 49 25509
e 49 21803
e 49 63532
e 49 18372
e 49 17610
e 49 64975
e 49 35795
e 49 25939
e 49 29016
e 49 37593
e 49 29277
e 49 40039
e 49 10599
e 49 45168
e 49 35315
e 49 6005
e 49 5493
e 49 27773
e 52 27649
e 52 31237
e 52 25863
e 52 45576
e 52 34576
