n 88580
m 20952
e 1 2
e 1 3848
e 1 5010
e 1 297
e 1 940
e 1 74164
e 1 50614
e 1 4790
e 1 41142
e 1 48444
e 1 18238
e 1 6214
e 1 53197
e 1 43088
e 1 29783
e 1 2906
e 1 10458
e 1 6494
e 1 62434
e 1 3824
e 1 121
e 2 353
e 2 674
e 2 259
e 2 71
e 2 73649
e 2 14514
e 2 4721
e 2 56667
e 3 41187
e 3 1898
e 3 2733
e 3 6094
e 3 34671
e 3 58361
e 4 58534
e 7 121
e 7 23291
e 7 17980
e 7 58057
e 11 26080
e 19 70875
e 22 2051
e 22 12166
e 22 391
e 22 3847
e 22 42768
e 22 11540
e 22 12310
e 22 35482
e 22 799
e 22 290
e 22 58281
e 22 25642
e 22 57285
e 22 75
e 22 2893
e 22 78
e 22 4177
e 22 6355
e 22 10718
e 22 353
e 22 61413
e 22 360
e 22 34538
e 22 11500
e 22 11504
e 22 1532
e 27 39521
e 32 43850
e 32 2083
e 40 11682
e 40 3822
e 40 41650
e 40 2868
e 40 21815
e 44 35626
e 44 9091
e 44 9072
e 45 8385
e 45 4177
e 45 8103
e 49 31233
e 49 644
e 49 27013
e 49 22277
e 49 391
e 49 18060
e 49 396
e 49 7952
e 49 69392
e 49 402
e 49 44953
e 49 8991
e 49 72351
e 49 290
e 49 25122
e 49 7460
e 49 7721
e 49 2733
e 49 40883
e 49 437
e 49 13113
e 49 2362
e 49 21051
e 49 60985
e 49 8385
e 49 8133
e 49 10696
e 49 75
e 49 40779
e 49 4814
e 49 6101
e 49 35927
e 49 344
e 49 67038
e 49 9825
e 49 3041
e 49 2530
e 49 20196
e 49 360
e 49 40297
e 49 16107
e 49 10605
e 49 2926
e 49 22131
e 49 6262
e 49 11640
e 49 1017
e 49 30462
e 51 1291
e 51 1037
e 51 47071
e 51 13625
e 51 46975
e 65 10503
e 65 41291
e 65 11500
e 65 26608
e 65 8112
e 65 5010
e 65 49491
e 66 71169
e 66 24965
e 66 53127
e 66 391
e 66 37002
e 66 25229
e 66 2191
e 66 919
e 66 1056
e 66 34464
e 66 6950
e 66 297
e 66 425
e 66 2224
e 66 18739
e 66 11317
e 66 5301
e 66 11576
e 66 5309
e 66 15934
e 66 321
e 66 38468
e 66 47300
e 66 454
e 66 67140
e 66 3272
e 66 41291
e 66 4428
e 66 34766
e 66 5712
e 66 69713
e 66 40154
e 66 15197
e 66 68573
e 66 31327
e 66 3041
e 66 48866
e 66 2530
e 66 4707
e 66 7780
e 66 40297
e 66 12395
e 66 61687
e 66 6269
e 66 18943
e 75 56833
e 75 3075
e 75 54788
e 75 3092
e 75 2082
e 75 64548
e 75 3621
e 75 3634
e 75 60985
e 75 5690
e 75 1098
e 75 31310
e 75 4177
e 75 1106
e 75 66649
e 75 39004
e 75 69214
e 75 39521
e 75 56938
e 75 44143
e 75 4721
e 75 20597
e 75 52860
e 75 10366
e 75 3199
e 75 2689
e 75 17029
e 75 68742
e 75 20105
e 75 18060
e 75 47763
e 75 36502
e 75 1176
e 75 48797
e 75 58014
e 75 38566
e 75 6316
e 75 2733
e 75 5810
e 75 5301
e 75 46773
e 75 26809
e 75 51389
e 75 5309
e 75 8385
e 75 48839
e 75 52936
e 75 10446
e 75 62675
e 75 68822
e 75 6872
e 75 49372
e 75 48866
e 75 50409
e 75 34538
e 75 37103
e 75 66288
e 75 7410
e 75 2811
e 75 16639
e 75 43266
e 75 22277
e 75 14094
e 75 11540
e 75 2841
e 75 14111
e 75 39713
e 75 290
e 75 297
e 75 21815
e 75 38200
e 75 2362
e 75 66365
e 75 43326
e 75 3901
e 75 17218
e 75 36688
e 75 6481
e 75 64341
e 75 47958
e 75 18263
e 75 8032
e 75 48481
e 75 68962
e 75 62826
e 75 10605
e 75 24942
e 75 2926
e 75 11640
e 75 1409
e 75 11142
e 75 15242
e 75 60810
e 75 20883
e 75 44953
e 75 61338
e 75 15770
e 75 14233
e 75 65949
e 75 1946
e 75 65954
e 75 68514
e 75 57255
e 75 8103
e 75 8106
e 75 5034
e 75 17836
e 75 2480
e 75 74160
e 75 8628
e 75 74168
e 75 74180
e 75 4556
e 75 22989
e 75 2000
e 75 66004
e 75 6101
e 75 42455
e 75 69591
e 75 30170
e 75 28128
e 75 58343
e 75 11765
e 78 3075
e 78 391
e 78 6027
e 78 18060
e 78 12178
e 78 402
e 78 56980
e 78 13972
e 78 1048
e 78 2841
e 78 1306
e 78 66718
e 78 799
e 78 16671
e 78 12705
e 78 290
e 78 4002
e 78 38566
e 78 43559
e 78 25256
e 78 16183
e 78 184
e 78 26935
e 78 5690
e 78 4923
e 78 13767
e 78 9672
e 78 58952
e 78 41291
e 78 10446
e 78 2383
e 78 6094
e 78 4177
e 78 18512
e 78 27735
e 78 344
e 78 3545
e 78 49247
e 78 26591
e 78 360
e 78 9068
e 78 16109
e 78 2926
e 78 30062
e 78 13552
e 78 1649
e 78 11640
e 78 2811
e 78 54268
