n 88580
m 23340
e 1 1409
e 1 7041
e 1 10883
e 1 11142
e 1 519
e 1 16008
e 1 6666
e 1 11540
e 1 14230
e 1 2841
e 1 17306
e 1 10909
e 1 6950
e 1 5031
e 1 4008
e 1 297
e 1 2349
e 1 18606
e 1 4144
e 1 14514
e 1 17332
e 1 1084
e 1 13628
e 1 10048
e 1 1985
e 1 3521
e 1 9417
e 1 2123
e 1 461
e 1 8914
e 1 10839
e 1 344
e 1 5081
e 1 16857
e 1 9947
e 1 605
e 1 18014
e 1 12386
e 1 9317
e 1 16103
e 1 1384
e 1 12265
e 1 9449
e 1 745
e 1 16876
e 1 18027
e 1 750
e 1 622
e 1 18030
e 1 360
e 1 7666
e 1 2035
e 1 17011
e 1 12402
e 1 121
e 1 4096
e 2 2284
e 2 2290
e 2 35416
e 2 16858
e 2 1149
e 2 10366
e 3 11394
e 3 18447
e 3 7952
e 3 5010
e 3 22
e 3 14497
e 3 4642
e 3 3621
e 3 1467
e 3 9025
e 3 11716
e 3 19399
e 3 18760
e 3 15568
e 3 14678
e 3 6871
e 3 16985
e 3 9317
e 3 2926
e 3 4720
e 3 13809
e 3 18550
e 3 7031
e 3 14969
e 4 3106
e 4 450
e 4 5094
e 4 10503
e 4 299
e 4 15054
e 4 431
e 4 16082
e 4 11926
e 4 2874
e 4 2267
e 7 13377
e 7 4231
e 7 391
e 7 16556
e 7 19276
e 7 4428
e 7 13265
e 7 15155
e 7 4790
e 7 5081
e 7 1916
e 11 1508
e 11 5572
e 11 519
e 11 2669
e 11 14895
e 11 7666
e 19 7507
e 22 6794
e 22 391
e 22 394
e 22 15499
e 22 36108
e 22 12301
e 22 15118
e 22 11919
e 22 7952
e 22 12176
e 22 15250
e 22 396
e 22 4625
e 22 8212
e 22 11540
e 22 919
e 22 3992
e 22 10400
e 22 290
e 22 2083
e 22 3108
e 22 16934
e 22 935
e 22 5420
e 22 14969
e 22 3502
e 22 3503
e 22 16944
e 22 49
e 22 17324
e 22 51
e 22 431
e 22 184
e 22 5690
e 22 4794
e 22 9022
e 22 703
e 22 12481
e 22 66
e 22 582
e 22 1095
e 22 18760
e 22 9417
e 22 18505
e 22 4556
e 22 2384
e 22 17489
e 22 7762
e 22 18768
e 22 4180
e 22 6871
e 22 10718
e 22 351
e 22 1121
e 22 2530
e 22 14312
e 22 750
e 22 2926
e 22 11504
e 22 9072
e 22 14450
e 22 4720
e 22 2290
e 22 10613
e 22 14319
e 22 7031
e 22 13552
e 22 121
e 22 763
e 22 6269
e 22 3072
e 25 14689
e 25 1121
e 25 2051
e 25 709
e 25 9449
e 25 14830
e 25 431
e 25 15822
e 25 6094
e 25 2926
e 25 1459
e 25 17845
e 25 12757
e 25 17847
e 25 1050
e 25 1662
e 27 3609
e 27 2575
e 27 3272
e 30 297
e 30 290
e 30 3684
e 30 4008
e 32 7460
e 32 519
e 32 3849
e 32 11786
e 32 2926
e 32 2191
e 32 7666
e 32 19475
e 32 2841
e 40 7399
e 45 6666
e 45 8212
e 45 1044
e 45 4118
e 45 7193
e 45 13338
e 45 11291
e 45 1573
e 45 51
e 45 1587
e 45 3635
e 45 5690
e 45 15933
e 45 78
e 45 17486
e 45 4177
e 45 4183
e 45 14941
e 45 3680
e 45 4709
e 45 6768
e 45 4721
e 45 1650
e 45 6262
e 45 121
e 45 9352
e 45 6794
e 45 10909
e 45 16031
e 45 6316
e 45 16048
e 45 184
e 45 12482
e 45 18632
e 45 9417
e 45 4298
e 45 6862
e 45 14039
e 45 763
e 45 5371
e 45 4354
e 45 4362
e 45 11540
e 45 19224
e 45 2841
e 45 290
e 45 802
e 45 8508
e 45 3902
e 45 17731
e 45 11081
e 45 17748
e 45 14678
e 45 12120
e 45 9564
e 45 1887
e 45 8032
e 45 17764
e 45 360
e 45 2926
e 45 381
e 45 14721
e 45 391
e 45 13707
e 45 9617
e 45 6545
e 45 402
e 45 3993
e 45 17306
e 45 12705
e 45 8103
e 45 4008
e 45 2991
e 45 1459
e 45 3509
e 45 1465
e 45 6094
e 45 4048
e 45 1492
e 45 6101
e 45 477
e 45 2530
e 45 15856
e 45 2554
e 45 1532
e 45 11773
e 49 15105
e 49 6787
e 49 12166
e 49 3206
e 49 6666
e 49 6794
e 49 5010
e 49 1682
e 49 6936
e 49 2841
e 49 1946
e 49 8482
e 49 4262
e 49 13480
e 49 7721
e 49 9896
e 49 7341
e 49 2349
e 49 3759
e 49 4528
e 49 9269
e 49 15541
e 49 184
e 49 15934
e 49 7743
e 49 1353
e 49 586
e 49 9163
e 49 10828
e 49 3402
e 49 78
e 49 4177
e 49 16466
e 49 6485
e 49 14167
e 49 1114
e 49 121
e 49 8547
e 49 613
e 49 360
e 49 10217
e 49 19949
e 49 10862
e 49 2926
e 49 14447
e 49 13809
e 49 12914
e 49 6262
e 49 4086
e 49 14969
e 49 381
e 49 10366
e 51 1409
e 51 12418
e 51 2051
e 51 2821
