n 88580
m 21005
e 1 68708
e 1 22277
e 1 81168
e 1 40883
e 1 80661
e 1 121
e 1 16702
e 1 85535
e 1 38912
e 2 8112
e 3 290
e 3 76102
e 3 37159
e 3 75080
e 3 425
e 3 3402
e 3 11142
e 3 69868
e 3 22156
e 3 18060
e 3 33039
e 3 88363
e 3 11540
e 3 69301
e 3 4758
e 3 17787
e 3 22878
e 3 351
e 4 1778
e 4 14830
e 7 4002
e 7 6856
e 7 18060
e 7 2383
e 7 70739
e 11 2926
e 21 43108
e 22 2051
e 22 391
e 22 4362
e 22 4639
e 22 35360
e 22 6818
e 22 297
e 22 49
e 22 437
e 22 184
e 22 5690
e 22 1345
e 22 66
e 22 22337
e 22 83524
e 22 13767
e 22 83783
e 22 78
e 22 9942
e 22 69850
e 22 24669
e 22 10718
e 22 76265
e 22 34538
e 22 49398
e 22 17787
e 22 766
e 25 87755
e 25 48084
e 25 76479
e 25 4832
e 27 21095
e 32 13265
e 40 297
e 40 42804
e 40 72288
e 45 10503
e 45 17064
e 45 3402
e 45 11500
e 45 14094
e 45 83897
e 45 21564
e 45 26080
e 49 31233
e 49 43138
e 49 12547
e 49 6787
e 49 82821
e 49 12166
e 49 81287
e 49 391
e 49 644
e 49 6794
e 49 86286
e 49 85136
e 49 7952
e 49 1176
e 49 3993
e 49 50846
e 49 4002
e 49 290
e 49 25122
e 49 82852
e 49 25510
e 49 2597
e 49 13480
e 49 7721
e 49 4262
e 49 57255
e 49 73388
e 49 43054
e 49 3503
e 49 303
e 49 84729
e 49 24114
e 49 13491
e 49 437
e 49 184
e 49 12858
e 49 2362
e 49 8508
e 49 5690
e 49 30790
e 49 75
e 49 41291
e 49 5963
e 49 78
e 49 2384
e 49 4177
e 49 84563
e 49 55893
e 49 18263
e 49 39004
e 49 26080
e 49 2273
e 49 40297
e 49 6249
e 49 2926
e 49 22131
e 49 6262
e 49 121
e 49 2811
e 49 24703
e 51 8027
e 51 5340
e 51 37103
e 51 3816
e 65 297
e 65 41291
e 65 18060
e 65 2893
e 65 60435
e 66 24965
e 66 3077
e 66 15242
e 66 80651
e 66 18060
e 66 14094
e 66 23310
e 66 88209
e 66 47762
e 66 76306
e 66 80661
e 66 85143
e 66 82328
e 66 49056
e 66 39713
e 66 6818
e 66 43555
e 66 4002
e 66 82976
e 66 6950
e 66 7460
e 66 74281
e 66 297
e 66 6827
e 66 23980
e 66 425
e 66 86315
e 66 41139
e 66 42804
e 66 81332
e 66 41654
e 66 3891
e 66 83389
e 66 33854
e 66 17087
e 66 22846
e 66 58688
e 66 15934
e 66 25028
e 66 2502
e 66 56778
e 66 75
e 66 333
e 66 22606
e 66 81101
e 66 84175
e 66 4177
e 66 69977
e 66 58203
e 66 49372
e 66 73467
e 66 18269
e 66 78817
e 66 11877
e 66 7653
e 66 37096
e 66 83561
e 66 12395
e 66 14830
e 66 2926
e 66 36720
e 66 14450
e 66 78324
e 66 15606
e 66 250
e 66 30971
e 75 51203
e 75 22019
e 75 24078
e 75 3106
e 75 24611
e 75 76846
e 75 66615
e 75 5690
e 75 21051
e 75 69184
e 75 14915
e 75 17988
e 75 586
e 75 78
e 75 4177
e 75 56920
e 75 80984
e 75 75358
e 75 8799
e 75 72288
e 75 23141
e 75 48745
e 75 21615
e 75 75889
e 75 22131
e 75 42100
e 75 81529
e 75 1149
e 75 59012
e 75 33927
e 75 20105
e 75 1162
e 75 11919
e 75 2191
e 75 15505
e 75 74389
e 75 1688
e 75 1176
