n 88580
m 21334
e 1 50916
e 1 13767
e 1 10696
e 1 297
e 1 2669
e 1 2926
e 1 37981
e 1 44817
e 1 14450
e 1 19860
e 1 15933
e 2 38468
e 2 43559
e 2 10696
e 2 2056
e 2 297
e 2 48142
e 2 51091
e 2 2362
e 2 15899
e 3 47267
e 3 24965
e 3 41577
e 3 34538
e 3 10059
e 3 43418
e 3 15629
e 3 48980
e 3 5690
e 3 5340
e 3 10718
e 3 351
e 4 14497
e 4 13874
e 4 10881
e 7 7460
e 7 40297
e 7 297
e 7 4428
e 7 34766
e 7 13265
e 7 5756
e 7 50846
e 11 44555
e 11 4096
e 19 1898
e 19 62675
e 19 824
e 22 17029
e 22 6666
e 22 18060
e 22 14094
e 22 5263
e 22 2841
e 22 4639
e 22 799
e 22 1441
e 22 290
e 22 297
e 22 25642
e 22 5801
e 22 54442
e 22 21815
e 22 1463
e 22 184
e 22 51644
e 22 51008
e 22 13767
e 22 42059
e 22 1358
e 22 51663
e 22 78
e 22 4180
e 22 44889
e 22 1114
e 22 34538
e 22 2926
e 22 13552
e 22 28145
e 22 14450
e 22 17787
e 27 23234
e 28 38468
e 32 2841
e 32 43938
e 32 43387
e 32 437
e 40 39580
e 44 47841
e 45 20803
e 45 9417
e 45 3948
e 45 11500
e 45 6348
e 45 46870
e 45 45494
e 45 11640
e 45 42140
e 49 6666
e 49 48142
e 49 7709
e 49 4639
e 49 7721
e 49 4649
e 49 3634
e 49 7742
e 49 30790
e 49 75
e 49 78
e 49 1106
e 49 3676
e 49 39004
e 49 46690
e 49 43107
e 49 613
e 49 55915
e 49 44143
e 49 14447
e 49 8818
e 49 11926
e 49 1176
e 49 1698
e 49 13480
e 49 54442
e 49 7341
e 49 17581
e 49 184
e 49 12482
e 49 9924
e 49 4807
e 49 35529
e 49 15054
e 49 52963
e 49 24309
e 49 2811
e 49 30462
e 49 12547
e 49 25355
e 49 7952
e 49 21265
e 49 36625
e 49 11540
e 49 6936
e 49 2841
e 49 25887
e 49 290
e 49 7458
e 49 15650
e 49 297
e 49 15155
e 49 21815
e 49 26935
e 49 41291
e 49 5963
e 49 8032
e 49 51041
e 49 1898
e 49 2926
e 49 11640
e 49 21369
e 49 381
e 49 4477
e 49 1409
e 49 12166
e 49 6545
e 49 3993
e 49 27566
e 49 6574
e 49 4528
e 49 437
e 49 1465
e 49 56763
e 49 51644
e 49 42440
e 49 2000
e 49 49628
e 49 9694
e 49 2530
e 49 2039
e 49 10744
e 66 3460
e 66 391
e 66 4231
e 66 12170
e 66 24076
e 66 25358
e 66 4366
e 66 29328
e 66 37373
e 66 20883
e 66 23829
e 66 2841
e 66 7709
e 66 37919
e 66 290
e 66 37026
e 66 6818
e 66 47269
e 66 297
e 66 425
e 66 6059
e 66 5420
e 66 43696
e 66 14901
e 66 50997
e 66 11705
e 66 5690
e 66 15933
e 66 15934
e 66 33854
e 66 37059
e 66 2628
e 66 21574
e 66 582
e 66 459
e 66 32972
e 66 49485
e 66 6348
e 66 4428
e 66 78
e 66 39380
e 66 468
e 66 43735
e 66 46039
e 66 22878
e 66 4832
e 66 54369
e 66 41060
e 66 19045
e 66 38889
e 66 11500
e 66 5101
e 66 2926
e 66 4721
e 66 31475
e 66 19956
e 66 36469
e 66 50678
e 66 11124
e 66 381
e 66 6269
e 75 30721
e 75 25602
e 75 36886
e 75 1056
e 75 1573
e 75 7206
e 75 48688
e 75 28209
e 75 14901
e 75 20031
e 75 48208
e 75 55893
e 75 39004
e 75 48226
e 75 23141
e 75 21095
e 75 121
e 75 56443
e 75 8320
e 75 10368
e 75 5263
e 75 16537
e 75 30366
e 75 55976
e 75 13480
e 75 7341
e 75 14514
e 75 184
e 75 8385
e 75 37059
e 75 14024
e 75 7894
e 75 733
e 75 43258
e 75 13059
e 75 22277
e 75 46855
e 75 10503
e 75 47370
e 75 9485
e 75 37646
e 75 34063
e 75 7952
e 75 14094
e 75 27923
e 75 50457
e 75 284
e 75 27933
e 75 31035
e 75 16702
e 75 39747
e 75 327
e 75 56137
e 75 36688
e 75 48481
e 75 40297
e 75 2926
e 75 11640
e 75 13694
e 75 1409
e 75 3969
e 75 51075
e 75 12166
e 75 5513
e 75 398
e 75 402
e 75 19864
e 75 50585
e 75 30618
e 75 54680
e 75 26522
e 75 12705
e 75 51107
e 75 54695
e 75 57255
e 75 13238
e 75 454
e 75 42441
e 75 22989
e 75 6094
e 75 40911
e 75 51663
e 75 2039
e 75 4600
e 75 35840
e 78 11394
e 78 12547
e 78 47236
e 78 12166
e 78 6278
e 78 18060
e 78 24078
e 78 5263
e 78 44817
e 78 45587
e 78 6936
e 78 2841
e 78 7709
e 78 4639
e 78 10400
e 78 56096
e 78 290
e 78 40355
e 78 50210
e 78 13480
e 78 25642
e 78 13742
e 78 947
e 78 184
e 78 36537
e 78 35706
e 78 5690
e 78 13767
e 78 586
e 78 10059
e 78 41291
e 78 21965
e 78 1100
e 78 6094
e 78 13265
e 78 4177
e 78 43480
e 78 37850
e 78 8922
e 78 605
e 78 4832
e 78 36067
e 78 3684
e 78 6501
e 78 44650
e 78 33900
e 78 2926
e 78 13552
e 78 4720
e 78 24563
e 78 7031
e 78 11640
e 78 36090
e 78 16507
e 78 4477
e 83 3272
e 83 11500
e 83 56336
e 83 40883
e 83 441
e 83 56127
e 88 44817
e 88 13265
e 93 13059
e 93 2926
e 93 15735
e 93 8508
e 93 37919
e 93 10368
e 98 11236
e 100 4477
e 102 35626
e 102 1056
e 109 13251
e 110 19801
e 110 27923
e 111 1409
e 111 28104
e 121 51717
e 121 6153
e 121 4619
e 121 24078
e 121 15887
e 121 37392
e 121 30737
e 121 51216
e 121 44563
e 121 18447
e 121 1046
e 121 15899
e 121 54305
e 121 43555
e 121 21029
e 121 40998
e 121 4140
e 121 51245
e 121 50735
e 121 40504
e 121 5690
e 121 12858
e 121 49213
e 121 17988
e 121 24132
e 121 38468
e 121 21574
e 121 56910
e 121 4177
e 121 1106
e 121 24156
e 121 54368
e 121 36961
e 121 46690
e 121 43107
e 121 49249
e 121 7780
e 121 4707
e 121 12905
e 121 47722
e 121 42604
e 121 33900
e 121 25715
e 121 40564
e 121 42101
e 121 21620
e 121 35959
e 121 5239
e 121 47739
e 121 6779
e 121 51325
e 121 55931
e 121 24706
e 121 32389
e 121 4745
e 121 40078
e 121 5263
e 121 47249
e 121 13972
e 121 29850
e 121 41627
e 121 42140
e 121 17565
e 121 1703
e 121 24757
e 121 50880
e 121 12481
e 121 8385
e 121 56005
e 121 45766
e 121 6856
e 121 32972
e 121 10446
e 121 16591
e 121 62675
e 121 10454
e 121 14552
e 121 32985
e 121 1245
e 121 50409
e 121 34538
e 121 10475
e 121 50922
e 121 45807
e 121 49398
e 121 2811
e 121 7932
e 121 38654
e 121 30462
e 121 7935
e 121 49919
e 121 45315
e 121 52997
e 121 45328
e 121 45329
e 121 53009
e 121 30999
e 121 2841
e 121 32026
e 121 1310
e 121 290
e 121 56615
e 121 297
e 121 35626
e 121 46897
e 121 21815
e 121 38200
e 121 13625
e 121 43837
e 121 39742
e 121 53059
e 121 19783
e 121 41291
e 121 2893
e 121 11598
e 121 39246
e 121 36688
e 121 3409
e 121 1358
e 121 47958
e 121 344
e 121 23900
e 121 12644
e 121 21349
e 121 23911
e 121 33128
e 121 40297
e 121 44906
e 121 17260
e 121 33646
e 121 35706
e 121 27004
e 121 21885
e 121 381
e 121 24965
e 121 12166
e 121 54661
e 121 15242
e 121 42895
e 121 8080
e 121 32151
e 121 4504
e 121 56217
e 121 23964
e 121 43941
e 121 53159
e 121 41383
e 121 10668
e 121 48562
e 121 40883
e 121 45494
e 121 26038
e 121 16321
e 121 451
e 121 54731
e 121 25549
e 121 34766
e 121 6094
e 121 51663
e 121 40911
e 121 6101
e 121 56793
e 121 51164
e 121 33757
e 121 10718
e 121 49117
e 121 23008
e 121 26080
e 121 28128
e 121 5091
e 121 43492
e 121 44006
e 121 48615
e 121 46569
e 121 47593
e 121 49644
e 121 20460
e 121 45038
e 121 46578
e 121 19444
e 121 43516
e 121 43517
e 121 17408
e 132 36931
e 135 30081
e 136 38851
e 136 10446
e 136 9072
e 136 5712
e 136 6133
e 136 55893
e 143 4721
e 143 17064
e 175 19860
e 175 4118
e 175 431
e 175 40992
e 184 25355
e 184 7952
e 184 16537
e 184 284
e 184 799
e 184 8103
e 184 27816
e 184 297
e 184 39082
e 184 8751
e 184 4528
e 184 5690
e 184 317
e 184 4158
e 184 12352
e 184 13767
e 184 4177
e 184 360
e 184 8041
e 184 19949
e 184 56432
e 184 11640
e 184 2811
e 184 10366
e 184 4991
e 184 8320
e 187 801
e 187 12565
e 187 13223
e 187 56144
e 238 1409
e 238 34050
e 238 53122
e 238 43525
e 238 17029
e 238 10503
e 238 21907
e 238 1176
e 238 26013
e 238 1441
e 238 290
e 238 25122
e 238 7206
e 238 46634
e 238 43054
e 238 41263
e 238 26935
e 238 1465
e 238 22075
e 238 317
e 238 47295
e 238 5316
e 238 24133
e 238 454
e 238 19276
e 238 3409
e 238 6101
e 238 49628
e 238 4832
e 238 3041
e 238 22758
e 238 34538
e 238 47851
e 238 10605
e 238 4721
e 238 45681
