n 1899
m 1657
e 1 3
e 1 36
e 1 1655
e 1 312
e 1 281
e 1 255
e 2 3
e 3 26
e 3 27
e 3 32
e 3 545
e 3 36
e 3 42
e 3 44
e 3 569
e 3 62
e 3 67
e 3 68
e 3 72
e 3 1103
e 3 1620
e 3 1110
e 3 1117
e 3 611
e 3 1127
e 3 105
e 3 1662
e 3 640
e 3 641
e 3 1154
e 3 645
e 3 652
e 3 1167
e 3 144
e 3 155
e 3 1183
e 3 1185
e 3 1189
e 3 1190
e 3 681
e 3 172
e 3 173
e 3 1711
e 3 176
e 3 1713
e 3 687
e 3 1208
e 3 697
e 3 700
e 3 1728
e 3 199
e 3 711
e 3 1738
e 3 1231
e 3 1237
e 3 1751
e 3 731
e 3 224
e 3 740
e 3 234
e 3 752
e 3 754
e 3 242
e 3 243
e 3 1270
e 3 249
e 3 252
e 3 1281
e 3 1285
e 3 1288
e 3 778
e 3 782
e 3 790
e 3 794
e 3 800
e 3 288
e 3 1315
e 3 1317
e 3 810
e 3 302
e 3 308
e 3 823
e 3 824
e 3 1335
e 3 312
e 3 1340
e 3 1343
e 3 1344
e 3 1349
e 3 840
e 3 1352
e 3 846
e 3 1371
e 3 1373
e 3 865
e 3 881
e 3 374
e 3 1412
e 3 1415
e 3 394
e 3 408
e 3 1440
e 3 933
e 3 970
e 3 475
e 3 1501
e 3 477
e 3 482
e 3 498
e 3 504
e 3 509
e 8 1667
e 8 644
e 8 1285
e 8 9
e 8 12
e 8 557
e 8 430
e 8 400
e 8 19
e 8 1238
e 8 346
e 8 1756
e 8 32
e 9 1545
e 9 12
e 9 144
e 9 1682
e 9 788
e 9 282
e 9 1308
e 9 32
e 9 1313
e 9 1701
e 9 1706
e 9 1580
e 9 1196
e 9 1719
e 9 1338
e 9 1467
e 9 1343
e 9 194
e 9 1731
e 9 1346
e 9 67
e 9 1742
e 9 847
e 9 1489
e 9 724
e 9 1749
e 9 1622
e 9 1752
e 9 1753
e 9 1118
e 9 1759
e 9 1760
e 9 97
e 9 1763
e 9 1255
e 9 105
e 9 1387
e 9 1132
e 9 1647
e 9 1265
e 9 1655
e 12 1121
e 12 1313
e 12 67
e 12 1763
e 12 547
e 12 1255
e 12 1387
e 12 1644
e 12 143
e 12 144
e 12 282
e 12 27
e 12 1343
e 12 1312
e 19 353
e 19 1130
e 19 1645
e 19 1742
e 19 1715
e 19 1181
e 27 995
e 27 1285
e 27 582
e 27 652
e 27 620
e 27 430
e 27 1009
e 27 1713
e 27 1332
e 27 1686
e 27 1079
e 27 1565
e 27 1598
e 30 1667
e 32 393
e 32 1675
e 32 525
e 32 1682
e 32 1683
e 32 1042
e 32 1689
e 32 1692
e 32 1053
e 32 1312
e 32 1580
e 32 1710
e 32 1072
e 32 311
e 32 312
e 32 697
e 32 443
e 32 67
e 32 1731
e 32 72
e 32 1231
e 32 1488
e 32 1238
e 32 474
e 32 1642
e 32 1132
e 32 1647
e 32 1655
e 32 249
e 32 1021
e 34 1130
e 36 1713
e 36 211
e 36 93
e 41 1029
e 41 713
e 41 1423
e 41 1136
e 41 1681
e 41 1554
e 41 1745
e 41 1652
e 41 919
e 42 257
e 42 1161
e 42 1689
e 42 1690
e 42 1691
e 42 1579
e 42 1329
e 42 950
e 42 443
e 42 1731
e 42 1355
e 42 1487
e 42 1744
e 42 1622
e 42 344
e 42 474
e 42 995
e 42 1509
e 42 1255
e 42 105
e 42 249
e 44 1669
e 44 105
e 44 525
e 44 430
e 44 1713
e 44 211
e 44 249
e 44 189
e 47 1540
e 48 1346
e 48 1540
e 48 1655
e 48 1624
e 48 1248
e 50 1540
e 50 1253
e 52 1185
e 52 1698
e 52 1285
e 52 966
e 52 1701
e 52 652
e 52 1237
e 52 249
e 52 1598
e 53 1585
e 53 234
e 53 1667
e 53 357
e 54 1128
e 59 1602
e 60 1130
e 61 1721
e 61 249
e 61 1713
e 62 1190
e 63 193
e 63 199
e 63 1520
e 63 1713
e 63 338
e 63 249
e 67 1665
e 67 1034
e 67 1675
e 67 394
e 67 1042
e 67 788
e 67 1072
e 67 697
e 67 1338
e 67 318
e 67 1346
e 67 710
e 67 713
e 67 1748
e 67 1749
e 67 1239
e 67 1760
e 67 97
e 67 1767
e 67 1768
e 67 1769
e 67 1770
e 67 1644
e 67 249
e 68 323
e 69 283
e 69 1716
e 69 430
e 69 1756
