n 105
m 350
e 1 3
e 1 4
e 1 7
e 2 4
e 2 6
e 2 7
e 3 5
e 3 6
e 3 8
e 4 6
e 4 9
e 4 10
e 4 12
e 4 13
e 4 14
e 4 15
e 4 16
e 4 19
e 4 20
e 4 22
e 4 24
e 4 25
e 4 26
e 4 27
e 5 7
e 5 29
e 5 30
e 5 31
e 5 32
e 6 7
e 6 8
e 7 11
e 7 13
e 7 19
e 7 23
e 7 26
e 7 30
e 8 31
e 8 59
e 8 72
e 8 86
e 9 10
e 9 11
e 9 12
e 9 13
e 9 14
e 9 21
e 9 23
e 9 24
e 9 25
e 9 33
e 9 34
e 9 36
e 9 41
e 9 42
e 9 44
e 9 45
e 9 46
e 9 47
e 10 12
e 10 21
e 10 25
e 10 46
e 10 48
e 10 49
e 10 50
e 10 51
e 11 12
e 11 13
e 11 17
e 11 20
e 11 22
e 11 34
e 11 36
e 11 38
e 11 39
e 11 56
e 12 13
e 12 15
e 12 18
e 12 21
e 12 23
e 12 27
e 12 28
e 12 30
e 12 46
e 12 48
e 12 51
e 12 57
e 13 14
e 13 15
e 13 16
e 13 18
e 13 19
e 13 24
e 13 25
e 13 37
e 13 39
e 13 40
e 13 41
e 13 42
e 13 45
e 13 47
e 13 48
e 13 55
e 13 56
e 14 18
e 14 30
e 14 33
e 14 43
e 14 44
e 14 45
e 14 48
e 14 58
e 15 26
e 15 27
e 15 59
e 16 17
e 16 56
e 20 56
e 20 57
e 20 78
e 21 25
e 21 41
e 21 49
e 21 50
e 21 54
e 21 58
e 22 24
e 23 41
e 23 53
e 24 28
e 24 34
e 24 48
e 25 41
e 25 48
e 25 54
e 26 41
e 27 46
e 27 48
e 27 54
e 28 41
e 28 48
e 28 55
e 29 67
e 31 59
e 31 71
e 31 74
e 31 75
e 31 76
e 31 77
e 31 78
e 31 80
e 31 81
e 31 83
e 31 84
e 31 85
e 31 87
e 31 100
e 32 50
e 32 75
e 32 77
e 32 78
e 32 79
e 32 83
e 32 92
e 33 34
e 34 38
e 34 39
e 34 48
e 35 36
e 35 37
e 35 38
e 35 39
e 36 37
e 36 38
e 36 39
e 36 40
e 36 41
e 36 45
e 37 42
e 37 48
e 38 39
e 38 48
e 39 40
e 41 42
e 41 43
e 41 45
e 41 46
e 41 48
e 41 54
e 41 55
e 42 55
e 43 44
e 43 48
e 44 57
e 46 48
e 47 48
e 49 50
e 49 58
e 50 58
e 50 59
e 50 73
e 50 77
e 51 59
e 52 65
e 52 66
e 52 70
e 53 59
e 54 77
e 57 58
e 59 65
e 59 70
e 59 78
e 59 86
e 60 61
e 60 62
e 60 63
e 60 100
e 61 63
e 61 64
e 61 85
e 61 87
e 61 100
e 62 87
e 62 96
e 62 102
e 63 101
e 65 66
e 65 70
e 65 71
e 66 68
e 66 69
e 66 70
e 66 86
e 67 68
e 67 71
e 67 73
e 67 74
e 67 75
e 67 77
e 67 81
e 67 86
e 67 87
e 67 89
e 67 94
e 67 97
e 67 98
e 67 100
e 67 101
e 68 104
e 68 105
e 69 72
e 70 105
e 71 72
e 71 73
e 71 76
e 71 91
e 72 73
e 72 74
e 72 75
e 72 77
e 72 78
e 72 79
e 72 80
e 72 82
e 72 83
e 72 84
e 73 75
e 73 76
e 73 77
e 73 80
e 73 83
e 73 85
e 73 86
e 73 87
e 73 88
e 73 89
e 73 90
e 74 83
e 74 84
e 74 87
e 74 90
e 74 93
e 74 94
e 74 95
e 74 96
e 74 97
e 74 98
e 74 99
e 74 101
e 75 76
e 75 79
e 75 80
e 75 83
e 75 88
e 75 89
e 75 92
e 75 99
e 75 100
e 76 77
e 76 78
e 76 79
e 76 83
e 76 84
e 76 85
e 76 92
e 76 93
e 77 84
e 77 85
e 77 87
e 80 85
e 80 92
e 80 101
e 82 85
e 82 87
e 82 98
e 83 85
e 84 85
e 84 88
e 84 101
e 85 87
e 85 89
e 85 90
e 85 95
e 85 97
e 85 98
e 85 101
e 85 102
e 87 90
e 87 98
e 87 102
e 88 99
e 89 90
e 91 92
e 91 100
e 92 99
e 94 100
e 94 103
e 95 96
e 95 97
e 95 102
e 95 103
e 96 103
e 97 98
e 97 101
e 99 101
e 100 101
e 101 102
e 104 105
