n 77
m 205
e 1 2
e 1 4
e 1 5
e 1 6
e 1 7
e 1 8
e 1 10
e 1 12
e 3 4
e 3 12
e 12 13
e 12 16
e 12 24
e 12 25
e 12 26
e 12 27
e 12 28
e 12 30
e 12 32
e 12 33
e 12 34
e 12 35
e 12 36
e 12 38
e 12 39
e 12 44
e 12 45
e 12 49
e 12 50
e 12 59
e 12 65
e 12 69
e 12 70
e 12 71
e 12 72
e 12 73
e 13 24
e 17 20
e 17 21
e 17 22
e 17 23
e 17 24
e 17 27
e 18 19
e 18 20
e 18 21
e 18 22
e 18 23
e 18 24
e 19 20
e 19 21
e 19 22
e 19 23
e 19 24
e 20 21
e 20 23
e 21 22
e 21 23
e 21 24
e 22 23
e 22 24
e 24 25
e 24 28
e 24 30
e 25 26
e 25 27
e 25 28
e 25 42
e 25 43
e 25 51
e 25 69
e 25 70
e 25 71
e 26 27
e 26 28
e 26 40
e 26 41
e 26 42
e 26 43
e 26 56
e 26 70
e 26 71
e 26 72
e 26 76
e 27 44
e 27 50
e 27 52
e 27 55
e 27 56
e 28 29
e 28 30
e 28 34
e 28 44
e 28 49
e 28 59
e 28 69
e 28 70
e 28 72
e 28 73
e 29 45
e 29 46
e 30 35
e 30 37
e 30 38
e 30 39
e 31 32
e 35 36
e 35 38
e 35 39
e 36 37
e 36 38
e 37 38
e 37 39
e 38 39
e 40 53
e 40 56
e 42 43
e 42 56
e 42 58
e 42 63
e 42 69
e 42 70
e 42 72
e 42 76
e 47 48
e 48 49
e 49 58
e 49 60
e 49 61
e 49 63
e 49 64
e 49 65
e 49 66
e 49 67
e 49 69
e 49 70
e 49 72
e 49 75
e 49 76
e 49 77
e 50 51
e 50 52
e 50 56
e 52 53
e 52 56
e 55 56
e 56 57
e 56 58
e 56 59
e 56 60
e 56 62
e 56 63
e 56 65
e 56 66
e 58 59
e 58 60
e 58 62
e 58 63
e 58 64
e 58 65
e 58 66
e 58 68
e 59 60
e 59 61
e 59 62
e 59 65
e 59 66
e 59 67
e 59 71
e 60 62
e 60 63
e 60 64
e 60 65
e 60 67
e 61 62
e 61 63
e 61 64
e 61 65
e 61 67
e 62 64
e 62 67
e 63 64
e 63 65
e 63 66
e 63 67
e 64 65
e 64 66
e 64 67
e 64 77
e 65 66
e 65 67
e 65 77
e 66 67
e 66 77
e 67 77
e 69 70
e 69 72
e 69 76
e 70 71
e 70 72
e 70 76
e 71 72
e 71 76
e 72 76
e 74 75
