n 77
m 192
e 1 2
e 1 3
e 1 4
e 1 5
e 1 6
e 1 7
e 1 9
e 1 10
e 1 12
e 3 4
e 3 12
e 4 12
e 11 12
e 12 14
e 12 15
e 12 16
e 12 24
e 12 25
e 12 26
e 12 27
e 12 28
e 12 29
e 12 30
e 12 33
e 12 34
e 12 36
e 12 37
e 12 38
e 12 44
e 12 49
e 12 50
e 12 52
e 12 59
e 12 65
e 12 69
e 12 70
e 12 72
e 12 73
e 13 24
e 17 18
e 17 21
e 17 22
e 17 23
e 17 27
e 17 56
e 18 19
e 18 20
e 18 23
e 18 24
e 19 21
e 19 22
e 19 23
e 19 24
e 20 24
e 21 23
e 21 24
e 22 23
e 22 24
e 24 25
e 24 30
e 24 31
e 24 32
e 25 26
e 25 27
e 25 28
e 25 42
e 25 43
e 25 51
e 25 69
e 25 70
e 25 71
e 26 27
e 26 40
e 26 41
e 26 43
e 26 49
e 26 56
e 26 71
e 26 72
e 26 76
e 27 28
e 27 44
e 27 52
e 27 56
e 28 32
e 28 44
e 28 59
e 28 69
e 28 70
e 28 72
e 29 45
e 29 46
e 30 35
e 30 36
e 30 37
e 30 38
e 30 39
e 31 32
e 35 36
e 35 37
e 35 38
e 35 39
e 36 37
e 36 38
e 36 39
e 37 39
e 38 39
e 40 53
e 40 56
e 42 56
e 42 58
e 42 63
e 42 69
e 42 71
e 42 72
e 42 76
e 47 48
e 49 56
e 49 58
e 49 59
e 49 60
e 49 61
e 49 62
e 49 63
e 49 64
e 49 65
e 49 66
e 49 67
e 49 69
e 49 70
e 49 74
e 49 75
e 49 76
e 50 51
e 50 55
e 50 56
e 52 53
e 52 54
e 52 55
e 52 56
e 56 57
e 56 58
e 56 59
e 56 60
e 56 62
e 56 63
e 56 64
e 56 66
e 58 62
e 58 63
e 58 64
e 58 65
e 58 66
e 58 68
e 59 60
e 59 61
e 59 62
e 59 64
e 59 65
e 59 66
e 59 71
e 59 77
e 60 61
e 60 63
e 60 65
e 60 66
e 61 62
e 61 63
e 61 64
e 61 66
e 61 67
e 62 63
e 62 64
e 62 65
e 62 66
e 62 67
e 63 65
e 63 67
e 64 65
e 64 66
e 64 67
e 64 77
e 65 77
e 66 67
e 66 77
e 67 77
e 69 70
e 69 76
e 70 71
e 70 72
e 71 72
e 71 76
