n 112
m 348
e 1 2
e 1 3
e 1 4
e 2 10
e 2 19
e 2 20
e 2 29
e 2 42
e 2 46
e 2 47
e 2 52
e 2 92
e 2 103
e 3 4
e 3 10
e 3 12
e 3 15
e 3 18
e 3 23
e 3 24
e 3 25
e 3 26
e 3 27
e 3 28
e 3 32
e 3 37
e 3 42
e 3 43
e 3 46
e 3 51
e 3 52
e 3 55
e 3 67
e 3 84
e 3 98
e 3 99
e 3 103
e 3 105
e 3 106
e 3 112
e 4 10
e 4 19
e 4 44
e 4 52
e 4 86
e 5 6
e 5 90
e 6 7
e 6 28
e 6 33
e 6 44
e 7 8
e 7 33
e 7 52
e 7 53
e 7 56
e 8 18
e 8 22
e 8 38
e 8 39
e 8 52
e 8 71
e 8 76
e 8 88
e 9 10
e 10 13
e 10 18
e 10 25
e 10 26
e 10 40
e 10 41
e 10 43
e 10 60
e 10 61
e 10 63
e 11 13
e 11 51
e 12 70
e 12 99
e 12 105
e 13 19
e 13 44
e 13 88
e 13 89
e 13 103
e 14 15
e 14 16
e 14 18
e 14 19
e 14 103
e 15 17
e 15 18
e 15 26
e 15 37
e 15 60
e 15 72
e 15 106
e 16 18
e 16 33
e 16 44
e 16 49
e 16 89
e 17 69
e 18 22
e 18 23
e 18 25
e 18 26
e 18 27
e 18 28
e 18 29
e 18 32
e 18 33
e 18 35
e 18 36
e 18 37
e 18 38
e 18 44
e 18 53
e 18 55
e 18 66
e 18 67
e 18 68
e 18 71
e 18 73
e 18 78
e 18 81
e 18 84
e 18 85
e 18 86
e 18 87
e 18 88
e 18 89
e 18 90
e 18 94
e 18 99
e 18 103
e 18 105
e 19 30
e 19 35
e 19 44
e 19 51
e 19 52
e 19 54
e 19 55
e 19 61
e 20 21
e 20 24
e 20 25
e 20 26
e 20 27
e 21 44
e 21 80
e 21 95
e 21 109
e 22 44
e 22 49
e 22 51
e 22 52
e 23 46
e 23 95
e 24 48
e 24 52
e 24 60
e 24 70
e 24 106
e 25 37
e 25 44
e 25 48
e 25 50
e 25 69
e 25 76
e 25 77
e 25 88
e 25 104
e 25 105
e 25 109
e 26 31
e 26 42
e 26 47
e 26 49
e 26 52
e 26 60
e 26 78
e 26 89
e 26 105
e 27 44
e 27 52
e 27 57
e 27 80
e 27 81
e 27 105
e 28 44
e 28 53
e 28 55
e 28 64
e 28 69
e 28 77
e 28 80
e 28 81
e 28 88
e 28 104
e 29 30
e 29 31
e 29 32
e 29 33
e 29 35
e 29 36
e 29 45
e 29 90
e 29 93
e 30 80
e 31 52
e 31 80
e 31 85
e 32 33
e 32 42
e 32 44
e 32 52
e 32 80
e 32 87
e 32 104
e 32 105
e 32 109
e 33 52
e 33 53
e 33 71
e 33 101
e 34 77
e 34 85
e 34 105
e 34 108
e 35 55
e 35 108
e 36 52
e 36 105
e 37 44
e 37 88
e 38 39
e 38 48
e 38 59
e 38 60
e 38 104
e 39 40
e 39 52
e 39 105
e 40 44
e 40 104
e 41 57
e 42 43
e 43 52
e 43 57
e 43 91
e 44 45
e 44 49
e 44 60
e 44 64
e 44 67
e 44 71
e 44 81
e 44 82
e 44 84
e 44 99
e 44 100
e 44 101
e 45 46
e 45 51
e 45 103
e 46 74
e 47 105
e 48 49
e 48 50
e 49 77
e 49 89
e 49 105
e 50 52
e 50 60
e 50 69
e 51 52
e 51 53
e 51 55
e 51 79
e 51 103
e 51 105
e 52 55
e 52 60
e 52 102
e 53 57
e 54 55
e 54 74
e 54 90
e 55 69
e 55 71
e 55 73
e 55 79
e 56 71
e 58 76
e 60 66
e 60 71
e 60 72
e 60 73
e 60 105
e 61 72
e 61 77
e 61 102
e 62 105
e 63 72
e 64 65
e 64 66
e 66 85
e 66 88
e 66 104
e 67 76
e 68 88
e 69 74
e 69 76
e 71 76
e 71 88
e 71 103
e 71 106
e 72 74
e 73 81
e 73 106
e 74 77
e 74 104
e 76 77
e 76 78
e 77 81
e 77 93
e 77 107
e 79 80
e 80 82
e 80 84
e 80 110
e 80 111
e 81 107
e 82 95
e 82 99
e 82 105
e 85 105
e 89 107
e 90 100
e 93 96
e 93 97
e 97 107
e 101 111
e 104 105
e 105 106
e 106 109
